Year,Mth,FH_Zone,Site_Name,Leps_mot,Leps_AF,Chalimus,Cali_mot,Counts_Pens,Mth_txt,Migration,Quarter,Ov_Thrs,Prop_AF
2013,10,3.3,Wicklow Point,14.9,8.6,0.7,0,2,Oct,Rest of Year,Q4,1,0.577
2013,10,3.4,Bell Island,11.9,5.8,3.5,0.6,2,Oct,Rest of Year,Q4,1,0.487
2013,10,3.4,Shelter Bay,2.9,1.2,0.6,0.3,2,Oct,Rest of Year,Q4,0,0.414
2013,10,3.5,Jackson Pass,4.7,2.6,0.8,0,1,Oct,Rest of Year,Q4,1,0.553
2013,10,3.5,Kid Bay,4.4,2.8,0.1,0,2,Oct,Rest of Year,Q4,1,0.636
2013,10,3.5,Sheep Passage,22,14.7,0.1,0,3,Oct,Rest of Year,Q4,1,0.668
2013,11,2.3,Bawden,0.5,0.3,0,0,2,Nov,Rest of Year,Q4,0,0.6
2013,11,2.3,Dixon Bay,0.2,0.1,0.1,0.1,2,Nov,Rest of Year,Q4,0,0.5
2013,11,2.3,Millar Channel,0.4,0.2,0.2,0.1,2,Nov,Rest of Year,Q4,0,0.5
2013,11,2.3,Mussel Rock,0.2,0.1,0,0,2,Nov,Rest of Year,Q4,0,0.5
2013,11,2.3,Plover Point,0.4,0.2,0.3,0.1,2,Nov,Rest of Year,Q4,0,0.5
2013,11,2.3,Ross Pass,0,0,0.1,0,2,Nov,Rest of Year,Q4,0,
2013,11,2.3,Saranac Island,0.1,0,0.1,0.1,1,Nov,Rest of Year,Q4,0,0
2013,11,2.3,West Side,0,0,0,0,1,Nov,Rest of Year,Q4,0,
2013,11,2.4,Concepcion,0.7,0.4,0,0,1,Nov,Rest of Year,Q4,0,0.571
2013,11,2.4,Koskimo,8,3.9,0,0,1,Nov,Rest of Year,Q4,1,0.488
2013,11,2.4,Mahatta East,0,0,0,0,1,Nov,Rest of Year,Q4,0,
2013,11,2.4,Monday Rocks,8.6,5.7,0,0,1,Nov,Rest of Year,Q4,1,0.663
2013,11,2.4,Williamson,0.7,0.3,0,0,1,Nov,Rest of Year,Q4,0,0.429
2013,11,3.1,Ahlstrom,0.1,0,0,0,1,Nov,Rest of Year,Q4,0,0
2013,11,3.2,Brent Island,0.3,0,0.2,2,2,Nov,Rest of Year,Q4,0,0
2013,11,3.2,Hardwicke,14.3,7.9,4.4,2.1,1,Nov,Rest of Year,Q4,1,0.552
2013,11,3.2,Venture Point,1,0.3,0.4,3.6,2,Nov,Rest of Year,Q4,0,0.3
2013,11,3.3,Burdwood,5.3,3.1,0,0.3,2,Nov,Rest of Year,Q4,1,0.585
2013,11,3.3,Cecil Island,0.4,0.2,1.8,0.1,1,Nov,Rest of Year,Q4,0,0.5
2013,11,3.3,Doctor Islets,1.2,0.8,0.7,0.1,1,Nov,Rest of Year,Q4,0,0.667
2013,11,3.3,Glacier Falls,2.6,1.5,1.1,0.1,2,Nov,Rest of Year,Q4,0,0.577
2013,11,3.3,Humphrey Rock,2.3,1.4,0.8,0,1,Nov,Rest of Year,Q4,0,0.609
2013,11,3.3,Larsen Island,0.2,0,0,0.1,1,Nov,Rest of Year,Q4,0,0
2013,11,3.3,Midsummer,1.9,1,2.8,0.2,2,Nov,Rest of Year,Q4,0,0.526
2013,11,3.3,Noo-la,1.1,0.6,0.2,0.2,1,Nov,Rest of Year,Q4,0,0.545
2013,11,3.3,Port Elizabeth,1.1,0.1,0,0,1,Nov,Rest of Year,Q4,0,0.091
2013,11,3.3,Potts Bay,14.9,3.1,6.9,0,1,Nov,Rest of Year,Q4,1,0.208
2013,11,3.3,Sargeaunt Pass,1,0.5,0.1,0,1,Nov,Rest of Year,Q4,0,0.5
2013,11,3.3,Sir Edmund Bay,0,0,0,0.1,2,Nov,Rest of Year,Q4,0,
2013,11,3.3,Swanson,12,10.3,3,0,1,Nov,Rest of Year,Q4,1,0.858
2013,11,3.3,Wicklow Point,10,7,0.1,0,2,Nov,Rest of Year,Q4,1,0.7
2013,11,3.4,Bell Island,11.6,5.5,0.2,0.3,1,Nov,Rest of Year,Q4,1,0.474
2013,11,3.4,Shelter Bay,2.6,1.3,0.4,0.3,3,Nov,Rest of Year,Q4,0,0.5
2013,11,3.5,Jackson Pass,21.5,7,3.9,0.6,2,Nov,Rest of Year,Q4,1,0.326
2013,11,3.5,Kid Bay,8.2,3.2,1.1,0.3,2,Nov,Rest of Year,Q4,1,0.39
2013,11,3.5,Sheep Passage,16.3,10.3,0,0,2,Nov,Rest of Year,Q4,1,0.632
2013,12,2.3,Bare Bluff,0,0,0.4,0.2,1,Dec,Rest of Year,Q4,0,
2013,12,2.3,Bawden,0.4,0.2,0.6,0.1,1,Dec,Rest of Year,Q4,0,0.5
2013,12,2.3,Dixon Bay,0.4,0.2,0,0.3,2,Dec,Rest of Year,Q4,0,0.5
2013,12,2.3,Millar Channel,0.3,0.1,0.6,0.2,2,Dec,Rest of Year,Q4,0,0.333
2013,12,2.3,Mussel Rock,0.4,0.2,0.1,0,2,Dec,Rest of Year,Q4,0,0.5
2013,12,2.3,Plover Point,0.4,0.3,0.5,0,2,Dec,Rest of Year,Q4,0,0.75
2013,12,2.3,Ross Pass,0,0,0,0.1,2,Dec,Rest of Year,Q4,0,
2013,12,2.3,Saranac Island,0.5,0.1,0,0,1,Dec,Rest of Year,Q4,0,0.2
2013,12,2.3,West Side,0,0,0.1,0,1,Dec,Rest of Year,Q4,0,
2013,12,2.4,Concepcion,0.6,0.4,0,0,1,Dec,Rest of Year,Q4,0,0.667
2013,12,2.4,Esperanza,0,0,0.1,0,1,Dec,Rest of Year,Q4,0,
2013,12,2.4,Koskimo,7,3.5,0,0,2,Dec,Rest of Year,Q4,1,0.5
2013,12,2.4,Mahatta East,0.5,0.1,0.3,0.3,2,Dec,Rest of Year,Q4,0,0.2
2013,12,2.4,Mahatta West,0,0,0,0,1,Dec,Rest of Year,Q4,0,
2013,12,2.4,Monday Rocks,5.8,3.9,0,0,2,Dec,Rest of Year,Q4,1,0.672
2013,12,2.4,Williamson,0.3,0.1,0,0,1,Dec,Rest of Year,Q4,0,0.333
2013,12,3.1,Ahlstrom,0.3,0.1,0,0,1,Dec,Rest of Year,Q4,0,0.333
2013,12,3.2,Brent Island,1.1,0.2,0.9,1.9,2,Dec,Rest of Year,Q4,0,0.182
2013,12,3.2,Hardwicke,2.5,1.8,0.1,0.1,1,Dec,Rest of Year,Q4,0,0.72
2013,12,3.2,Venture Point,1.4,0.5,0,1.7,2,Dec,Rest of Year,Q4,0,0.357
2013,12,3.3,Burdwood,1.2,0.7,0,0,2,Dec,Rest of Year,Q4,0,0.583
2013,12,3.3,Cecil Island,0.9,0.9,0.7,1.9,1,Dec,Rest of Year,Q4,0,1
2013,12,3.3,Doctor Islets,1.7,0.8,0.6,0.1,1,Dec,Rest of Year,Q4,0,0.471
2013,12,3.3,Glacier Falls,3.3,1.5,0.5,0.6,2,Dec,Rest of Year,Q4,1,0.455
2013,12,3.3,Humphrey Rock,2.4,1,2.5,0,1,Dec,Rest of Year,Q4,0,0.417
2013,12,3.3,Larsen Island,0.2,0,0.2,0,1,Dec,Rest of Year,Q4,0,0
2013,12,3.3,Midsummer,3.1,2,7.4,7.4,2,Dec,Rest of Year,Q4,1,0.645
2013,12,3.3,Noo-la,1,0.5,0,0.1,1,Dec,Rest of Year,Q4,0,0.5
2013,12,3.3,Potts Bay,10.1,6,10.8,0,1,Dec,Rest of Year,Q4,1,0.594
2013,12,3.3,Sargeaunt Pass,0.9,0.3,0.8,0.1,1,Dec,Rest of Year,Q4,0,0.333
2013,12,3.3,Swanson,0,0,0,0,1,Dec,Rest of Year,Q4,0,
2013,12,3.4,Shelter Bay,0.9,0.5,0,0,1,Dec,Rest of Year,Q4,0,0.556
2013,12,3.5,Kid Bay,9.4,4.7,0.4,0.2,2,Dec,Rest of Year,Q4,1,0.5
2013,12,3.5,Lochalsh Bay,5.2,1,2.6,0,2,Dec,Rest of Year,Q4,1,0.192
2013,12,3.5,Sheep Passage,12.8,8.6,0,0,2,Dec,Rest of Year,Q4,1,0.672
2014,1,2.3,Bare Bluff,0,0,0.1,0.1,1,Jan,Rest of Year,Q1,0,
2014,1,2.3,Bawden,0.2,0.1,0.7,0.1,2,Jan,Rest of Year,Q1,0,0.5
2014,1,2.3,Dixon Bay,0.8,0.4,0.7,0.8,2,Jan,Rest of Year,Q1,0,0.5
2014,1,2.3,McIntyre Lake,0.3,0,0.3,0,2,Jan,Rest of Year,Q1,0,0
2014,1,2.3,Millar Channel,1.1,0.1,2.9,0.7,1,Jan,Rest of Year,Q1,0,0.091
2014,1,2.3,Mussel Rock,0.3,0.1,0.2,0,2,Jan,Rest of Year,Q1,0,0.333
2014,1,2.3,Plover Point,0.4,0.2,0.3,0.2,2,Jan,Rest of Year,Q1,0,0.5
2014,1,2.3,Ross Pass,0.1,0.1,0,0.4,2,Jan,Rest of Year,Q1,0,1
2014,1,2.3,West Side,0.3,0.1,0.5,0,2,Jan,Rest of Year,Q1,0,0.333
2014,1,2.4,Concepcion,0.5,0.3,0,0,1,Jan,Rest of Year,Q1,0,0.6
2014,1,2.4,Esperanza,0,0,0,0,1,Jan,Rest of Year,Q1,0,
2014,1,2.4,Koskimo,5.3,3.1,0.2,0,3,Jan,Rest of Year,Q1,1,0.585
2014,1,2.4,Mahatta East,1.3,0.3,0.6,0.2,1,Jan,Rest of Year,Q1,0,0.231
2014,1,2.4,Mahatta West,0.7,0.3,2.2,0,1,Jan,Rest of Year,Q1,0,0.429
2014,1,2.4,Monday Rocks,4.7,2.8,0,0,3,Jan,Rest of Year,Q1,1,0.596
2014,1,2.4,Muchalat North,0,0,0,0,1,Jan,Rest of Year,Q1,0,
2014,1,2.4,Williamson,0.2,0.1,0,0,1,Jan,Rest of Year,Q1,0,0.5
2014,1,3.1,Ahlstrom,0.5,0.2,0.1,0,1,Jan,Rest of Year,Q1,0,0.4
2014,1,3.2,Brent Island,2.5,0.8,1,1.3,2,Jan,Rest of Year,Q1,0,0.32
2014,1,3.2,Hardwicke,0.5,0.4,0,0.1,1,Jan,Rest of Year,Q1,0,0.8
2014,1,3.2,Okisollo,0.3,0.2,0.2,0,2,Jan,Rest of Year,Q1,0,0.667
2014,1,3.2,Raza Island,0.3,0,0.8,0,1,Jan,Rest of Year,Q1,0,0
2014,1,3.2,Venture Point,3.7,2.2,0.6,0.7,2,Jan,Rest of Year,Q1,1,0.595
2014,1,3.3,Burdwood,0.1,0.1,0,0,2,Jan,Rest of Year,Q1,0,1
2014,1,3.3,Cecil Island,1.8,0.8,0.6,2.6,3,Jan,Rest of Year,Q1,0,0.444
2014,1,3.3,Glacier Falls,5.9,1.8,4.6,0.9,1,Jan,Rest of Year,Q1,1,0.305
2014,1,3.3,Humphrey Rock,4,2.1,5,0,1,Jan,Rest of Year,Q1,1,0.525
2014,1,3.3,Larsen Island,1,0.1,0.5,0.4,1,Jan,Rest of Year,Q1,0,0.1
2014,1,3.3,Midsummer,6.5,3.6,10.5,9.9,2,Jan,Rest of Year,Q1,1,0.554
2014,1,3.3,Noo-la,3,2,0,0,1,Jan,Rest of Year,Q1,0,0.667
2014,1,3.3,Port Elizabeth,0.9,0.3,1.4,1.5,1,Jan,Rest of Year,Q1,0,0.333
2014,1,3.3,Potts Bay,7.6,4.5,10.9,0,1,Jan,Rest of Year,Q1,1,0.592
2014,1,3.3,Sargeaunt Pass,2.5,,1.7,0,1,Jan,Rest of Year,Q1,0,0
2014,1,3.3,Sir Edmund Bay,0.3,0.1,0.2,0.1,1,Jan,Rest of Year,Q1,0,0.333
2014,1,3.3,Swanson,0,0,0,0,2,Jan,Rest of Year,Q1,0,
2014,1,3.3,Upper Retreat,0,0,0,0,1,Jan,Rest of Year,Q1,0,
2014,1,3.4,Marsh Bay,0.1,0,0.1,0.1,1,Jan,Rest of Year,Q1,0,0
2014,1,3.4,Shelter Bay,0.2,0.1,0,0,2,Jan,Rest of Year,Q1,0,0.5
2014,1,3.5,Goat Cove,9.5,5.4,0.7,0.1,2,Jan,Rest of Year,Q1,1,0.568
2014,1,3.5,Kid Bay,10.2,6.4,0.6,0.2,2,Jan,Rest of Year,Q1,1,0.627
2014,1,3.5,Lochalsh Bay,7.3,1.5,2,0.6,3,Jan,Rest of Year,Q1,1,0.205
2014,1,3.5,Sheep Passage,12.2,7.9,0,0,2,Jan,Rest of Year,Q1,1,0.648
2014,2,2.3,Bare Bluff,0,0,0.8,0.1,2,Feb,Rest of Year,Q1,0,
2014,2,2.3,Bawden,1.8,0.5,1.1,0.5,2,Feb,Rest of Year,Q1,0,0.278
2014,2,2.3,Dixon Bay,0.8,0.4,0.4,0.3,2,Feb,Rest of Year,Q1,0,0.5
2014,2,2.3,McIntyre Lake,0.6,0,2.7,0.6,2,Feb,Rest of Year,Q1,0,0
2014,2,2.3,Millar Channel,1.1,0.2,2.9,5.6,1,Feb,Rest of Year,Q1,0,0.182
2014,2,2.3,Mussel Rock,0.2,0.1,0.4,0,1,Feb,Rest of Year,Q1,0,0.5
2014,2,2.3,Plover Point,0.3,0.2,0.6,0.2,2,Feb,Rest of Year,Q1,0,0.667
2014,2,2.3,Ross Pass,0.2,0,0.1,1.7,1,Feb,Rest of Year,Q1,0,0
2014,2,2.3,West Side,0.2,0,0.9,0,2,Feb,Rest of Year,Q1,0,0
2014,2,2.4,Concepcion,0.4,0.1,0,0,1,Feb,Rest of Year,Q1,0,0.25
2014,2,2.4,Esperanza,0,0,0,0,1,Feb,Rest of Year,Q1,0,
2014,2,2.4,Koskimo,4.5,2.7,1.5,0.1,1,Feb,Rest of Year,Q1,1,0.6
2014,2,2.4,Mahatta East,0.6,0,0.7,0.9,1,Feb,Rest of Year,Q1,0,0
2014,2,2.4,Mahatta West,0.6,0.1,1.2,0.1,1,Feb,Rest of Year,Q1,0,0.167
2014,2,2.4,Monday Rocks,8.6,5.7,0,0,1,Feb,Rest of Year,Q1,1,0.663
2014,2,2.4,Muchalat North,0,0,0,0,1,Feb,Rest of Year,Q1,0,
2014,2,2.4,Williamson,0.1,0,0,0,1,Feb,Rest of Year,Q1,0,0
2014,2,3.1,Ahlstrom,0,0,0,0,1,Feb,Rest of Year,Q1,0,
2014,2,3.2,Brent Island,2.8,1.3,0.7,0.9,1,Feb,Rest of Year,Q1,0,0.464
2014,2,3.2,Hardwicke,0,0,0,0,1,Feb,Rest of Year,Q1,0,
2014,2,3.2,Okisollo,0,0,0.1,0,1,Feb,Rest of Year,Q1,0,
2014,2,3.2,Raza Island,0.6,0.2,1.1,0.7,2,Feb,Rest of Year,Q1,0,0.333
2014,2,3.2,Venture Point,3.6,1.5,0.5,0.2,2,Feb,Rest of Year,Q1,1,0.417
2014,2,3.3,Burdwood,0,0,0,0,2,Feb,Rest of Year,Q1,0,
2014,2,3.3,Cecil Island,1.5,0.7,3.3,0.2,1,Feb,Rest of Year,Q1,0,0.467
2014,2,3.3,Glacier Falls,0.8,0.3,0.3,0.1,1,Feb,Rest of Year,Q1,0,0.375
2014,2,3.3,Humphrey Rock,0.9,0.4,0.2,0,2,Feb,Rest of Year,Q1,0,0.444
2014,2,3.3,Larsen Island,0.2,0,0.6,0,1,Feb,Rest of Year,Q1,0,0
2014,2,3.3,Midsummer,0.6,0.2,0,0,2,Feb,Rest of Year,Q1,0,0.333
2014,2,3.3,Noo-la,2,1,0.1,0.1,1,Feb,Rest of Year,Q1,0,0.5
2014,2,3.3,Port Elizabeth,1.4,0.6,0.9,1.5,1,Feb,Rest of Year,Q1,0,0.429
2014,2,3.3,Potts Bay,2.4,1.6,0,0,1,Feb,Rest of Year,Q1,0,0.667
2014,2,3.3,Sargeaunt Pass,0.5,0.2,0.1,0,2,Feb,Rest of Year,Q1,0,0.4
2014,2,3.3,Sir Edmund Bay,0.5,0.3,0.7,0.5,1,Feb,Rest of Year,Q1,0,0.6
2014,2,3.3,Swanson,0.1,0,0,0,1,Feb,Rest of Year,Q1,0,0
2014,2,3.3,Upper Retreat,0.1,0,0,0,1,Feb,Rest of Year,Q1,0,0
2014,2,3.4,Marsh Bay,0,0,0,0,2,Feb,Rest of Year,Q1,0,
2014,2,3.4,Shelter Bay,0,0,0,0,1,Feb,Rest of Year,Q1,0,
2014,2,3.5,Goat Cove,2.7,1.8,0.2,0,2,Feb,Rest of Year,Q1,0,0.667
2014,2,3.5,Kid Bay,9.7,4.8,0.1,0.1,2,Feb,Rest of Year,Q1,1,0.495
2014,2,3.5,Lochalsh Bay,0.3,0.2,0,0.1,1,Feb,Rest of Year,Q1,0,0.667
2014,2,3.5,Sheep Passage,10.7,7.6,0,0,2,Feb,Rest of Year,Q1,1,0.71
2014,3,2.3,Bare Bluff,0.3,0,2.1,0.4,2,Mar,Out Migration,Q1,0,0
2014,3,2.3,Bawden,0.7,0.3,2,1.5,2,Mar,Out Migration,Q1,0,0.429
2014,3,2.3,Dixon Bay,1,0.4,0.9,1,2,Mar,Out Migration,Q1,0,0.4
2014,3,2.3,Fortune Channel,0,0,0.1,0.1,2,Mar,Out Migration,Q1,0,
2014,3,2.3,McIntyre Lake,0.4,0,2.6,0.8,2,Mar,Out Migration,Q1,0,0
2014,3,2.3,Millar Channel,1,0.2,2.6,3.7,2,Mar,Out Migration,Q1,0,0.2
2014,3,2.3,Mussel Rock,0.3,0.1,0.1,0.2,2,Mar,Out Migration,Q1,0,0.333
2014,3,2.3,Plover Point,0.1,0.1,1.1,0.6,2,Mar,Out Migration,Q1,0,1
2014,3,2.3,Ross Pass,0.5,0.1,0.7,0.3,2,Mar,Out Migration,Q1,0,0.2
2014,3,2.3,West Side,0.3,0.1,0.4,0.4,2,Mar,Out Migration,Q1,0,0.333
2014,3,2.4,Concepcion,0.3,0.1,0.2,0,1,Mar,Out Migration,Q1,0,0.333
2014,3,2.4,Esperanza,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,2.4,Koskimo,2,1.4,0.1,0,2,Mar,Out Migration,Q1,0,0.7
2014,3,2.4,Mahatta East,0.5,0.2,0.2,0,2,Mar,Out Migration,Q1,0,0.4
2014,3,2.4,Mahatta West,0.3,0,0.3,0,2,Mar,Out Migration,Q1,0,0
2014,3,2.4,Monday Rocks,2,1.5,0,0,2,Mar,Out Migration,Q1,0,0.75
2014,3,2.4,Muchalat North,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,2.4,Williamson,0.2,0.1,0,0,2,Mar,Out Migration,Q1,0,0.5
2014,3,3.2,Brent Island,1.5,0.9,0.1,0.1,2,Mar,Out Migration,Q1,0,0.6
2014,3,3.2,Hardwicke,0.1,0.1,0.3,0.1,2,Mar,Out Migration,Q1,0,1
2014,3,3.2,Okisollo,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.2,Raza Island,0.3,0.1,1.5,2.3,2,Mar,Out Migration,Q1,0,0.333
2014,3,3.2,Venture Point,1.5,0.7,0.3,0.1,2,Mar,Out Migration,Q1,0,0.467
2014,3,3.3,Burdwood,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.3,Cecil Island,0.1,0,0.1,0,1,Mar,Out Migration,Q1,0,0
2014,3,3.3,Glacier Falls,0,0,0.1,0,2,Mar,Out Migration,Q1,0,
2014,3,3.3,Humphrey Rock,0.2,0.1,0,0,2,Mar,Out Migration,Q1,0,0.5
2014,3,3.3,Larsen Island,0.9,0.1,0.9,0.1,2,Mar,Out Migration,Q1,0,0.111
2014,3,3.3,Midsummer,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.3,Noo-la,0.9,0.4,0,0.1,2,Mar,Out Migration,Q1,0,0.444
2014,3,3.3,Port Elizabeth,3.4,1.3,0.5,0.8,2,Mar,Out Migration,Q1,1,0.382
2014,3,3.3,Potts Bay,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.3,Sargeaunt Pass,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.3,Upper Retreat,0.4,0,0.1,0,2,Mar,Out Migration,Q1,0,0
2014,3,3.4,Marsh Bay,0,0,0,0,2,Mar,Out Migration,Q1,0,
2014,3,3.4,Shelter Bay,1.5,0.8,0,0,4,Mar,Out Migration,Q1,0,0.533
2014,3,3.4,Shelter Pass,0,0,0,0,1,Mar,Out Migration,Q1,0,
2014,3,3.5,Goat Cove,0.4,0.3,0,0,3,Mar,Out Migration,Q1,0,0.75
2014,3,3.5,Kid Bay,4.8,2.5,0,0,3,Mar,Out Migration,Q1,1,0.521
2014,3,3.5,Lochalsh Bay,0.1,0.1,0,0,2,Mar,Out Migration,Q1,0,1
2014,3,3.5,Sheep Passage,6.9,5.6,0,0,2,Mar,Out Migration,Q1,1,0.812
2014,4,2.3,Bare Bluff,0.7,0.1,1.7,1.3,2,Apr,Out Migration,Q2,0,0.143
2014,4,2.3,Bawden,0.9,0.3,1.5,0.2,2,Apr,Out Migration,Q2,0,0.333
2014,4,2.3,Fortune Channel,0.1,0,0.1,0.2,2,Apr,Out Migration,Q2,0,0
2014,4,2.3,McIntyre Lake,0.3,0,3.6,2.2,2,Apr,Out Migration,Q2,0,0
2014,4,2.3,Millar Channel,2,0.4,2,2.7,2,Apr,Out Migration,Q2,0,0.2
2014,4,2.3,Mussel Rock,0.5,0.2,0,0.1,1,Apr,Out Migration,Q2,0,0.4
2014,4,2.3,Plover Point,0.9,0.3,0.5,0.3,2,Apr,Out Migration,Q2,0,0.333
2014,4,2.3,Rant Point,0.3,0.1,0.1,0,1,Apr,Out Migration,Q2,0,0.333
2014,4,2.3,Ross Pass,0.5,0.1,0.1,0.5,2,Apr,Out Migration,Q2,0,0.2
2014,4,2.3,West Side,0.4,0.1,0.5,0.1,2,Apr,Out Migration,Q2,0,0.25
2014,4,2.4,Concepcion,0.6,0.2,0.1,0.1,2,Apr,Out Migration,Q2,0,0.333
2014,4,2.4,Esperanza,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,2.4,Koskimo,1.1,0.7,0,0,2,Apr,Out Migration,Q2,0,0.636
2014,4,2.4,Mahatta East,0.9,0.6,0,0,2,Apr,Out Migration,Q2,0,0.667
2014,4,2.4,Mahatta West,0,0,0,0.1,2,Apr,Out Migration,Q2,0,
2014,4,2.4,Monday Rocks,1.2,1,0,0,2,Apr,Out Migration,Q2,0,0.833
2014,4,2.4,Muchalat North,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,2.4,Williamson,0.2,0.1,0,0,2,Apr,Out Migration,Q2,0,0.5
2014,4,3.2,Barnes Bay,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,3.2,Brent Island,0.1,0.1,0,0,2,Apr,Out Migration,Q2,0,1
2014,4,3.2,Hardwicke,0.4,0.1,2.8,0.5,2,Apr,Out Migration,Q2,0,0.25
2014,4,3.2,Okisollo,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,3.2,Raza Island,0.4,0.3,0.7,4,2,Apr,Out Migration,Q2,0,0.75
2014,4,3.2,Sonora Point,2.3,0.9,1.2,0.1,2,Apr,Out Migration,Q2,0,0.391
2014,4,3.2,Venture Point,0.7,0.5,0,0.1,2,Apr,Out Migration,Q2,0,0.714
2014,4,3.3,Burdwood,0,0,0.3,0.1,3,Apr,Out Migration,Q2,0,
2014,4,3.3,Cecil Island,1.1,0.4,7.7,1.3,1,Apr,Out Migration,Q2,0,0.364
2014,4,3.3,Glacier Falls,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,3.3,Humphrey Rock,0,0,0.3,0,2,Apr,Out Migration,Q2,0,
2014,4,3.3,Larsen Island,1.6,0.2,0.5,0.4,3,Apr,Out Migration,Q2,0,0.125
2014,4,3.3,Midsummer,0,0,0,0,1,Apr,Out Migration,Q2,0,
2014,4,3.3,Noo-la,0.2,0.1,0,0,2,Apr,Out Migration,Q2,0,0.5
2014,4,3.3,Port Elizabeth,7,3.3,0.4,2.1,2,Apr,Out Migration,Q2,1,0.471
2014,4,3.3,Potts Bay,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,3.3,Sargeaunt Pass,0,0,0,0,2,Apr,Out Migration,Q2,0,
2014,4,3.3,Sir Edmund Bay,0.3,0.2,0.1,0.5,3,Apr,Out Migration,Q2,0,0.667
2014,4,3.3,Upper Retreat,0.2,0,0.3,0.2,3,Apr,Out Migration,Q2,0,0
2014,4,3.4,Marsh Bay,0.2,0,0.5,0,2,Apr,Out Migration,Q2,0,0
2014,4,3.4,Shelter Bay,0.2,0.1,0,0,2,Apr,Out Migration,Q2,0,0.5
2014,4,3.4,Shelter Pass,0,0,0.1,0,4,Apr,Out Migration,Q2,0,
2014,4,3.5,Goat Cove,0.4,0.3,0,0,2,Apr,Out Migration,Q2,0,0.75
2014,4,3.5,Kid Bay,0.3,0.2,0,0,2,Apr,Out Migration,Q2,0,0.667
2014,4,3.5,Lochalsh Bay,0.1,0,0,0,2,Apr,Out Migration,Q2,0,0
2014,4,3.5,Sheep Passage,8.8,6.9,0,0,1,Apr,Out Migration,Q2,1,0.784
2014,5,2.3,Bare Bluff,0.9,0.1,0.5,0.9,2,May,Out Migration,Q2,0,0.111
2014,5,2.3,Bawden,2,1,0,0.2,2,May,Out Migration,Q2,0,0.5
2014,5,2.3,Fortune Channel,0.2,0,0.5,0.2,1,May,Out Migration,Q2,0,0
2014,5,2.3,McIntyre Lake,0.2,0.1,4.2,5.7,2,May,Out Migration,Q2,0,0.5
2014,5,2.3,Millar Channel,4.2,1.9,1.7,1.5,2,May,Out Migration,Q2,1,0.452
2014,5,2.3,Mussel Rock,0.8,0.3,0.1,0.2,1,May,Out Migration,Q2,0,0.375
2014,5,2.3,Plover Point,1.5,0.9,0.6,0.7,2,May,Out Migration,Q2,0,0.6
2014,5,2.3,Rant Point,0.2,0,0.7,0.5,1,May,Out Migration,Q2,0,0
2014,5,2.3,Ross Pass,0.8,0.4,0.3,0.2,2,May,Out Migration,Q2,0,0.5
2014,5,2.3,Saranac Island,1.1,0.3,2.9,2.5,1,May,Out Migration,Q2,0,0.273
2014,5,2.3,West Side,0.7,0.1,0.4,0.3,2,May,Out Migration,Q2,0,0.143
2014,5,2.4,Concepcion,0.4,0.2,0.1,0,2,May,Out Migration,Q2,0,0.5
2014,5,2.4,Esperanza,0,0,0,0,2,May,Out Migration,Q2,0,
2014,5,2.4,Koskimo,0.9,0.7,0,0,2,May,Out Migration,Q2,0,0.778
2014,5,2.4,Mahatta East,0.1,0,0,0.1,2,May,Out Migration,Q2,0,0
2014,5,2.4,Mahatta West,0.1,0,0,0,3,May,Out Migration,Q2,0,0
2014,5,2.4,Monday Rocks,0.5,0.5,0,0,2,May,Out Migration,Q2,0,1
2014,5,2.4,Muchalat North,0,0,0,0,2,May,Out Migration,Q2,0,
2014,5,2.4,Williamson,0.2,0.1,0,0,2,May,Out Migration,Q2,0,0.5
2014,5,3.1,Ahlstrom,0,0,0,0,1,May,Out Migration,Q2,0,
2014,5,3.2,Barnes Bay,0.1,0,0.4,0,3,May,Out Migration,Q2,0,0
2014,5,3.2,Brent Island,0.1,0.1,0,0.4,2,May,Out Migration,Q2,0,1
2014,5,3.2,Okisollo,0.1,0,0.4,0,2,May,Out Migration,Q2,0,0
2014,5,3.2,Raza Island,0.4,0.1,0.2,1.6,2,May,Out Migration,Q2,0,0.25
2014,5,3.2,Sonora Point,3.5,1.5,2.5,1.1,2,May,Out Migration,Q2,1,0.429
2014,5,3.2,Venture Point,0.7,0.4,0.1,2.1,2,May,Out Migration,Q2,0,0.571
2014,5,3.3,Burdwood,0.1,0,0.2,0.1,2,May,Out Migration,Q2,0,0
2014,5,3.3,Cecil Island,1.3,0.8,0.5,0.6,1,May,Out Migration,Q2,0,0.615
2014,5,3.3,Doctor Islets,0.8,0,0.8,0,1,May,Out Migration,Q2,0,0
